State,MonYear,Year,MonthNo,Characteristic,Deaths,Cause,Treatment,Population
FL,"Aug., 2010",2010,8,35 and over,190,Suicide,1,10804595
FL,"Sep., 2010",2010,9,35 and over,190,Suicide,1,10804595
FL,"Oct., 2010",2010,10,35 and over,217,Suicide,1,10804595
FL,"Nov., 2010",2010,11,35 and over,187,Suicide,1,10804595
FL,"Dec., 2010",2010,12,35 and over,196,Suicide,1,10804595
FL,"Jan., 2011",2011,1,35 and over,180,Suicide,1,10966413
FL,"Feb., 2011",2011,2,35 and over,146,Suicide,1,10966413
FL,"Mar., 2011",2011,3,35 and over,226,Suicide,1,10966413
FL,"Apr., 2011",2011,4,35 and over,196,Suicide,1,10966413
FL,"May, 2011",2011,5,35 and over,184,Suicide,1,10966413
FL,"Jun., 2011",2011,6,35 and over,160,Suicide,1,10966413
FL,"Jul., 2011",2011,7,35 and over,205,Suicide,1,10966413
FL,"Aug., 2011",2011,8,35 and over,236,Suicide,1,10966413
FL,"Sep., 2011",2011,9,35 and over,194,Suicide,1,10966413
FL,"Oct., 2011",2011,10,35 and over,174,Suicide,1,10966413
FL,"Nov., 2011",2011,11,35 and over,191,Suicide,1,10966413
FL,"Dec., 2011",2011,12,35 and over,172,Suicide,1,10966413
FL,"Jan., 2012",2012,1,35 and over,188,Suicide,1,11136144
FL,"Feb., 2012",2012,2,35 and over,173,Suicide,1,11136144
FL,"Mar., 2012",2012,3,35 and over,211,Suicide,1,11136144
FL,"Apr., 2012",2012,4,35 and over,195,Suicide,1,11136144
FL,"May, 2012",2012,5,35 and over,231,Suicide,1,11136144
FL,"Jun., 2012",2012,6,35 and over,213,Suicide,1,11136144
FL,"Jul., 2012",2012,7,35 and over,217,Suicide,1,11136144
FL,"Aug., 2012",2012,8,35 and over,225,Suicide,1,11136144
FL,"Sep., 2012",2012,9,35 and over,208,Suicide,1,11136144
FL,"Oct., 2012",2012,10,35 and over,199,Suicide,1,11136144
FL,"Nov., 2012",2012,11,35 and over,162,Suicide,1,11136144
FL,"Dec., 2012",2012,12,35 and over,177,Suicide,1,11136144
FL,"Jan., 2013",2013,1,35 and over,219,Suicide,1,11306890
FL,"Feb., 2013",2013,2,35 and over,167,Suicide,1,11306890
FL,"Mar., 2013",2013,3,35 and over,178,Suicide,1,11306890
FL,"Apr., 2013",2013,4,35 and over,208,Suicide,1,11306890
FL,"May, 2013",2013,5,35 and over,188,Suicide,1,11306890
FL,"Jun., 2013",2013,6,35 and over,220,Suicide,1,11306890
FL,"Jul., 2013",2013,7,35 and over,191,Suicide,1,11306890
FL,"Aug., 2013",2013,8,35 and over,188,Suicide,1,11306890
FL,"Sep., 2013",2013,9,35 and over,226,Suicide,1,11306890
FL,"Oct., 2013",2013,10,35 and over,197,Suicide,1,11306890
FL,"Nov., 2013",2013,11,35 and over,170,Suicide,1,11306890
FL,"Dec., 2013",2013,12,35 and over,178,Suicide,1,11306890
FL,"Jan., 2014",2014,1,35 and over,192,Suicide,1,11522666
FL,"Feb., 2014",2014,2,35 and over,170,Suicide,1,11522666
FL,"Mar., 2014",2014,3,35 and over,169,Suicide,1,11522666
FL,"Apr., 2014",2014,4,35 and over,201,Suicide,1,11522666
FL,"May, 2014",2014,5,35 and over,176,Suicide,1,11522666
FL,"Jun., 2014",2014,6,35 and over,182,Suicide,1,11522666
FL,"Jul., 2014",2014,7,35 and over,184,Suicide,1,11522666
FL,"Aug., 2014",2014,8,35 and over,230,Suicide,1,11522666
FL,"Sep., 2014",2014,9,35 and over,244,Suicide,1,11522666
FL,"Oct., 2014",2014,10,35 and over,214,Suicide,1,11522666
FL,"Nov., 2014",2014,11,35 and over,186,Suicide,1,11522666
FL,"Dec., 2014",2014,12,35 and over,220,Suicide,1,11522666
FL,"Jan., 2015",2015,1,35 and over,205,Suicide,1,11777220
FL,"Feb., 2015",2015,2,35 and over,216,Suicide,1,11777220
FL,"Mar., 2015",2015,3,35 and over,214,Suicide,1,11777220
FL,"Apr., 2015",2015,4,35 and over,227,Suicide,1,11777220
FL,"May, 2015",2015,5,35 and over,233,Suicide,1,11777220
FL,"Jun., 2015",2015,6,35 and over,213,Suicide,1,11777220
FL,"Jul., 2015",2015,7,35 and over,200,Suicide,1,11777220
FL,"Aug., 2015",2015,8,35 and over,219,Suicide,1,11777220
FL,"Sep., 2015",2015,9,35 and over,196,Suicide,1,11777220
FL,"Oct., 2015",2015,10,35 and over,202,Suicide,1,11777220
FL,"Nov., 2015",2015,11,35 and over,186,Suicide,1,11777220
FL,"Dec., 2015",2015,12,35 and over,188,Suicide,1,11777220
FL,"Jan., 2016",2016,1,35 and over,178,Suicide,1,12042679
FL,"Feb., 2016",2016,2,35 and over,162,Suicide,1,12042679
FL,"Mar., 2016",2016,3,35 and over,203,Suicide,1,12042679
FL,"Apr., 2016",2016,4,35 and over,193,Suicide,1,12042679
FL,"May, 2016",2016,5,35 and over,218,Suicide,1,12042679
FL,"Jun., 2016",2016,6,35 and over,220,Suicide,1,12042679
FL,"Jul., 2016",2016,7,35 and over,241,Suicide,1,12042679
FL,"Aug., 2016",2016,8,35 and over,206,Suicide,1,12042679
FL,"Sep., 2016",2016,9,35 and over,204,Suicide,1,12042679
FL,"Oct., 2016",2016,10,35 and over,201,Suicide,1,12042679
FL,"Nov., 2016",2016,11,35 and over,219,Suicide,1,12042679
FL,"Dec., 2016",2016,12,35 and over,192,Suicide,1,12042679
FL,"Jan., 1999",1999,1,F,35,Suicide,1,8179333
FL,"Feb., 1999",1999,2,F,43,Suicide,1,8179333
FL,"Mar., 1999",1999,3,F,38,Suicide,1,8179333
FL,"Apr., 1999",1999,4,F,38,Suicide,1,8179333
FL,"May, 1999",1999,5,F,32,Suicide,1,8179333
FL,"Jun., 1999",1999,6,F,30,Suicide,1,8179333
FL,"Jul., 1999",1999,7,F,40,Suicide,1,8179333
FL,"Aug., 1999",1999,8,F,39,Suicide,1,8179333
FL,"Sep., 1999",1999,9,F,39,Suicide,1,8179333
FL,"Oct., 1999",1999,10,F,46,Suicide,1,8179333
FL,"Nov., 1999",1999,11,F,31,Suicide,1,8179333
FL,"Dec., 1999",1999,12,F,37,Suicide,1,8179333
FL,"Jan., 2000",2000,1,F,43,Suicide,1,8217314
FL,"Feb., 2000",2000,2,F,35,Suicide,1,8217314
FL,"Mar., 2000",2000,3,F,30,Suicide,1,8217314
FL,"Apr., 2000",2000,4,F,42,Suicide,1,8217314
FL,"May, 2000",2000,5,F,51,Suicide,1,8217314
FL,"Jun., 2000",2000,6,F,41,Suicide,1,8217314
FL,"Jul., 2000",2000,7,F,31,Suicide,1,8217314
FL,"Aug., 2000",2000,8,F,33,Suicide,1,8217314
FL,"Sep., 2000",2000,9,F,35,Suicide,1,8217314
FL,"Oct., 2000",2000,10,F,25,Suicide,1,8217314
FL,"Nov., 2000",2000,11,F,22,Suicide,1,8217314
FL,"Dec., 2000",2000,12,F,33,Suicide,1,8217314
FL,"Jan., 2001",2001,1,F,34,Suicide,1,8372776
FL,"Feb., 2001",2001,2,F,38,Suicide,1,8372776
FL,"Mar., 2001",2001,3,F,40,Suicide,1,8372776
FL,"Apr., 2001",2001,4,F,44,Suicide,1,8372776
FL,"May, 2001",2001,5,F,46,Suicide,1,8372776
FL,"Jun., 2001",2001,6,F,48,Suicide,1,8372776
FL,"Jul., 2001",2001,7,F,46,Suicide,1,8372776
FL,"Aug., 2001",2001,8,F,43,Suicide,1,8372776
FL,"Sep., 2001",2001,9,F,45,Suicide,1,8372776
FL,"Oct., 2001",2001,10,F,52,Suicide,1,8372776
FL,"Nov., 2001",2001,11,F,40,Suicide,1,8372776
FL,"Dec., 2001",2001,12,F,36,Suicide,1,8372776
FL,"Jan., 2002",2002,1,F,43,Suicide,1,8541734
FL,"Feb., 2002",2002,2,F,36,Suicide,1,8541734
FL,"Mar., 2002",2002,3,F,51,Suicide,1,8541734
FL,"Apr., 2002",2002,4,F,51,Suicide,1,8541734
FL,"May, 2002",2002,5,F,42,Suicide,1,8541734
FL,"Jun., 2002",2002,6,F,42,Suicide,1,8541734
FL,"Jul., 2002",2002,7,F,42,Suicide,1,8541734
FL,"Aug., 2002",2002,8,F,49,Suicide,1,8541734
FL,"Sep., 2002",2002,9,F,36,Suicide,1,8541734
FL,"Oct., 2002",2002,10,F,43,Suicide,1,8541734
FL,"Nov., 2002",2002,11,F,47,Suicide,1,8541734
FL,"Dec., 2002",2002,12,F,38,Suicide,1,8541734
FL,"Jan., 2003",2003,1,F,39,Suicide,1,8697573
FL,"Feb., 2003",2003,2,F,41,Suicide,1,8697573
FL,"Mar., 2003",2003,3,F,41,Suicide,1,8697573
FL,"Apr., 2003",2003,4,F,50,Suicide,1,8697573
FL,"May, 2003",2003,5,F,35,Suicide,1,8697573
FL,"Jun., 2003",2003,6,F,46,Suicide,1,8697573
FL,"Jul., 2003",2003,7,F,54,Suicide,1,8697573
FL,"Aug., 2003",2003,8,F,44,Suicide,1,8697573
FL,"Sep., 2003",2003,9,F,29,Suicide,1,8697573
FL,"Oct., 2003",2003,10,F,42,Suicide,1,8697573
FL,"Nov., 2003",2003,11,F,39,Suicide,1,8697573
FL,"Dec., 2003",2003,12,F,37,Suicide,1,8697573
FL,"Jan., 2004",2004,1,F,44,Suicide,1,8902447
FL,"Feb., 2004",2004,2,F,49,Suicide,1,8902447
FL,"Mar., 2004",2004,3,F,45,Suicide,1,8902447
FL,"Apr., 2004",2004,4,F,50,Suicide,1,8902447
FL,"May, 2004",2004,5,F,53,Suicide,1,8902447
FL,"Jun., 2004",2004,6,F,53,Suicide,1,8902447
FL,"Jul., 2004",2004,7,F,60,Suicide,1,8902447
FL,"Aug., 2004",2004,8,F,56,Suicide,1,8902447
FL,"Sep., 2004",2004,9,F,49,Suicide,1,8902447
FL,"Oct., 2004",2004,10,F,49,Suicide,1,8902447
FL,"Nov., 2004",2004,11,F,42,Suicide,1,8902447
FL,"Dec., 2004",2004,12,F,39,Suicide,1,8902447
FL,"Jan., 2005",2005,1,F,57,Suicide,1,9117950
FL,"Feb., 2005",2005,2,F,52,Suicide,1,9117950
FL,"Mar., 2005",2005,3,F,46,Suicide,1,9117950
FL,"Apr., 2005",2005,4,F,55,Suicide,1,9117950
FL,"May, 2005",2005,5,F,45,Suicide,1,9117950
FL,"Jun., 2005",2005,6,F,51,Suicide,1,9117950
FL,"Jul., 2005",2005,7,F,46,Suicide,1,9117950
FL,"Aug., 2005",2005,8,F,60,Suicide,1,9117950
FL,"Sep., 2005",2005,9,F,47,Suicide,1,9117950
FL,"Oct., 2005",2005,10,F,37,Suicide,1,9117950
FL,"Nov., 2005",2005,11,F,46,Suicide,1,9117950
FL,"Dec., 2005",2005,12,F,36,Suicide,1,9117950
FL,"Jan., 2006",2006,1,F,43,Suicide,1,9280080
FL,"Feb., 2006",2006,2,F,36,Suicide,1,9280080
FL,"Mar., 2006",2006,3,F,41,Suicide,1,9280080
FL,"Apr., 2006",2006,4,F,52,Suicide,1,9280080
FL,"May, 2006",2006,5,F,44,Suicide,1,9280080
FL,"Jun., 2006",2006,6,F,44,Suicide,1,9280080
FL,"Jul., 2006",2006,7,F,45,Suicide,1,9280080
FL,"Aug., 2006",2006,8,F,54,Suicide,1,9280080
FL,"Sep., 2006",2006,9,F,61,Suicide,1,9280080
FL,"Oct., 2006",2006,10,F,55,Suicide,1,9280080
FL,"Nov., 2006",2006,11,F,42,Suicide,1,9280080
FL,"Dec., 2006",2006,12,F,44,Suicide,1,9280080
FL,"Jan., 2007",2007,1,F,43,Suicide,1,9378587
FL,"Feb., 2007",2007,2,F,35,Suicide,1,9378587
FL,"Mar., 2007",2007,3,F,50,Suicide,1,9378587
FL,"Apr., 2007",2007,4,F,54,Suicide,1,9378587
FL,"May, 2007",2007,5,F,48,Suicide,1,9378587
FL,"Jun., 2007",2007,6,F,58,Suicide,1,9378587
FL,"Jul., 2007",2007,7,F,55,Suicide,1,9378587
FL,"Aug., 2007",2007,8,F,50,Suicide,1,9378587
FL,"Sep., 2007",2007,9,F,42,Suicide,1,9378587
FL,"Oct., 2007",2007,10,F,57,Suicide,1,9378587
FL,"Nov., 2007",2007,11,F,42,Suicide,1,9378587
FL,"Dec., 2007",2007,12,F,52,Suicide,1,9378587
FL,"Jan., 2008",2008,1,F,51,Suicide,1,9465279
FL,"Feb., 2008",2008,2,F,49,Suicide,1,9465279
FL,"Mar., 2008",2008,3,F,53,Suicide,1,9465279
FL,"Apr., 2008",2008,4,F,43,Suicide,1,9465279
FL,"May, 2008",2008,5,F,65,Suicide,1,9465279
FL,"Jun., 2008",2008,6,F,48,Suicide,1,9465279
FL,"Jul., 2008",2008,7,F,54,Suicide,1,9465279
FL,"Aug., 2008",2008,8,F,51,Suicide,1,9465279
FL,"Sep., 2008",2008,9,F,56,Suicide,1,9465279
FL,"Oct., 2008",2008,10,F,53,Suicide,1,9465279
FL,"Nov., 2008",2008,11,F,40,Suicide,1,9465279
FL,"Dec., 2008",2008,12,F,55,Suicide,1,9465279
FL,"Jan., 2009",2009,1,F,52,Suicide,1,9534289
FL,"Feb., 2009",2009,2,F,48,Suicide,1,9534289
FL,"Mar., 2009",2009,3,F,46,Suicide,1,9534289
FL,"Apr., 2009",2009,4,F,64,Suicide,1,9534289
FL,"May, 2009",2009,5,F,45,Suicide,1,9534289
FL,"Jun., 2009",2009,6,F,49,Suicide,1,9534289
FL,"Jul., 2009",2009,7,F,50,Suicide,1,9534289
FL,"Aug., 2009",2009,8,F,56,Suicide,1,9534289
FL,"Sep., 2009",2009,9,F,62,Suicide,1,9534289
FL,"Oct., 2009",2009,10,F,56,Suicide,1,9534289
FL,"Nov., 2009",2009,11,F,41,Suicide,1,9534289
FL,"Dec., 2009",2009,12,F,50,Suicide,1,9534289
FL,"Jan., 2010",2010,1,F,52,Suicide,1,9635191
FL,"Feb., 2010",2010,2,F,46,Suicide,1,9635191
FL,"Mar., 2010",2010,3,F,52,Suicide,1,9635191
FL,"Apr., 2010",2010,4,F,46,Suicide,1,9635191
FL,"May, 2010",2010,5,F,52,Suicide,1,9635191
FL,"Jun., 2010",2010,6,F,56,Suicide,1,9635191
FL,"Jul., 2010",2010,7,F,57,Suicide,1,9635191
FL,"Aug., 2010",2010,8,F,34,Suicide,1,9635191
FL,"Sep., 2010",2010,9,F,49,Suicide,1,9635191
FL,"Oct., 2010",2010,10,F,67,Suicide,1,9635191
FL,"Nov., 2010",2010,11,F,59,Suicide,1,9635191
FL,"Dec., 2010",2010,12,F,57,Suicide,1,9635191
FL,"Jan., 2011",2011,1,F,56,Suicide,1,9760894
FL,"Feb., 2011",2011,2,F,57,Suicide,1,9760894
FL,"Mar., 2011",2011,3,F,68,Suicide,1,9760894
FL,"Apr., 2011",2011,4,F,58,Suicide,1,9760894
FL,"May, 2011",2011,5,F,44,Suicide,1,9760894
FL,"Jun., 2011",2011,6,F,30,Suicide,1,9760894
FL,"Jul., 2011",2011,7,F,55,Suicide,1,9760894
FL,"Aug., 2011",2011,8,F,60,Suicide,1,9760894
FL,"Sep., 2011",2011,9,F,54,Suicide,1,9760894
FL,"Oct., 2011",2011,10,F,43,Suicide,1,9760894
FL,"Nov., 2011",2011,11,F,54,Suicide,1,9760894
FL,"Dec., 2011",2011,12,F,49,Suicide,1,9760894
FL,"Jan., 2012",2012,1,F,67,Suicide,1,9889174
FL,"Feb., 2012",2012,2,F,63,Suicide,1,9889174
FL,"Mar., 2012",2012,3,F,63,Suicide,1,9889174
FL,"Apr., 2012",2012,4,F,61,Suicide,1,9889174
FL,"May, 2012",2012,5,F,68,Suicide,1,9889174
FL,"Jun., 2012",2012,6,F,65,Suicide,1,9889174
FL,"Jul., 2012",2012,7,F,72,Suicide,1,9889174
FL,"Aug., 2012",2012,8,F,60,Suicide,1,9889174
FL,"Sep., 2012",2012,9,F,61,Suicide,1,9889174
FL,"Oct., 2012",2012,10,F,55,Suicide,1,9889174
FL,"Nov., 2012",2012,11,F,53,Suicide,1,9889174
FL,"Dec., 2012",2012,12,F,53,Suicide,1,9889174
FL,"Jan., 2013",2013,1,F,57,Suicide,1,10009629
FL,"Feb., 2013",2013,2,F,47,Suicide,1,10009629
FL,"Mar., 2013",2013,3,F,62,Suicide,1,10009629
FL,"Apr., 2013",2013,4,F,62,Suicide,1,10009629
FL,"May, 2013",2013,5,F,71,Suicide,1,10009629
FL,"Jun., 2013",2013,6,F,59,Suicide,1,10009629
FL,"Jul., 2013",2013,7,F,58,Suicide,1,10009629
FL,"Aug., 2013",2013,8,F,54,Suicide,1,10009629
FL,"Sep., 2013",2013,9,F,64,Suicide,1,10009629
FL,"Oct., 2013",2013,10,F,62,Suicide,1,10009629
FL,"Nov., 2013",2013,11,F,45,Suicide,1,10009629
FL,"Dec., 2013",2013,12,F,50,Suicide,1,10009629
FL,"Jan., 2014",2014,1,F,49,Suicide,1,10167970
FL,"Feb., 2014",2014,2,F,53,Suicide,1,10167970
FL,"Mar., 2014",2014,3,F,47,Suicide,1,10167970
FL,"Apr., 2014",2014,4,F,66,Suicide,1,10167970
FL,"May, 2014",2014,5,F,55,Suicide,1,10167970
FL,"Jun., 2014",2014,6,F,49,Suicide,1,10167970
FL,"Jul., 2014",2014,7,F,58,Suicide,1,10167970
FL,"Aug., 2014",2014,8,F,86,Suicide,1,10167970
FL,"Sep., 2014",2014,9,F,64,Suicide,1,10167970
FL,"Oct., 2014",2014,10,F,60,Suicide,1,10167970
FL,"Nov., 2014",2014,11,F,58,Suicide,1,10167970
FL,"Dec., 2014",2014,12,F,62,Suicide,1,10167970
FL,"Jan., 2015",2015,1,F,63,Suicide,1,10351307
FL,"Feb., 2015",2015,2,F,57,Suicide,1,10351307
FL,"Mar., 2015",2015,3,F,64,Suicide,1,10351307
FL,"Apr., 2015",2015,4,F,83,Suicide,1,10351307
FL,"May, 2015",2015,5,F,81,Suicide,1,10351307
FL,"Jun., 2015",2015,6,F,63,Suicide,1,10351307
FL,"Jul., 2015",2015,7,F,66,Suicide,1,10351307
FL,"Aug., 2015",2015,8,F,67,Suicide,1,10351307
FL,"Sep., 2015",2015,9,F,50,Suicide,1,10351307
FL,"Oct., 2015",2015,10,F,68,Suicide,1,10351307
FL,"Nov., 2015",2015,11,F,49,Suicide,1,10351307
FL,"Dec., 2015",2015,12,F,49,Suicide,1,10351307
FL,"Jan., 2016",2016,1,F,58,Suicide,1,10542288
FL,"Feb., 2016",2016,2,F,46,Suicide,1,10542288
FL,"Mar., 2016",2016,3,F,49,Suicide,1,10542288
FL,"Apr., 2016",2016,4,F,70,Suicide,1,10542288
FL,"May, 2016",2016,5,F,63,Suicide,1,10542288
FL,"Jun., 2016",2016,6,F,82,Suicide,1,10542288
FL,"Jul., 2016",2016,7,F,84,Suicide,1,10542288
FL,"Aug., 2016",2016,8,F,66,Suicide,1,10542288
FL,"Sep., 2016",2016,9,F,70,Suicide,1,10542288
FL,"Oct., 2016",2016,10,F,67,Suicide,1,10542288
FL,"Nov., 2016",2016,11,F,67,Suicide,1,10542288
FL,"Dec., 2016",2016,12,F,64,Suicide,1,10542288
FL,"Jan., 1999",1999,1,Hispanic Any Race,19,Suicide,1,2602167
FL,"Feb., 1999",1999,2,Hispanic Any Race,,Suicide,1,2602167
FL,"Mar., 1999",1999,3,Hispanic Any Race,19,Suicide,1,2602167
FL,"Apr., 1999",1999,4,Hispanic Any Race,24,Suicide,1,2602167
FL,"May, 1999",1999,5,Hispanic Any Race,16,Suicide,1,2602167
FL,"Jun., 1999",1999,6,Hispanic Any Race,11,Suicide,1,2602167
FL,"Jul., 1999",1999,7,Hispanic Any Race,18,Suicide,1,2602167
FL,"Aug., 1999",1999,8,Hispanic Any Race,18,Suicide,1,2602167
FL,"Sep., 1999",1999,9,Hispanic Any Race,14,Suicide,1,2602167
FL,"Oct., 1999",1999,10,Hispanic Any Race,15,Suicide,1,2602167
FL,"Nov., 1999",1999,11,Hispanic Any Race,14,Suicide,1,2602167
FL,"Dec., 1999",1999,12,Hispanic Any Race,,Suicide,1,2602167
FL,"Jan., 2000",2000,1,Hispanic Any Race,21,Suicide,1,2717081
FL,"Feb., 2000",2000,2,Hispanic Any Race,19,Suicide,1,2717081
FL,"Mar., 2000",2000,3,Hispanic Any Race,15,Suicide,1,2717081
FL,"Apr., 2000",2000,4,Hispanic Any Race,22,Suicide,1,2717081
FL,"May, 2000",2000,5,Hispanic Any Race,18,Suicide,1,2717081
FL,"Jun., 2000",2000,6,Hispanic Any Race,12,Suicide,1,2717081
FL,"Jul., 2000",2000,7,Hispanic Any Race,12,Suicide,1,2717081
FL,"Aug., 2000",2000,8,Hispanic Any Race,18,Suicide,1,2717081
FL,"Sep., 2000",2000,9,Hispanic Any Race,17,Suicide,1,2717081
FL,"Oct., 2000",2000,10,Hispanic Any Race,14,Suicide,1,2717081
FL,"Nov., 2000",2000,11,Hispanic Any Race,11,Suicide,1,2717081
FL,"Dec., 2000",2000,12,Hispanic Any Race,20,Suicide,1,2717081
FL,"Jan., 2001",2001,1,Hispanic Any Race,20,Suicide,1,2861659
FL,"Feb., 2001",2001,2,Hispanic Any Race,17,Suicide,1,2861659
FL,"Mar., 2001",2001,3,Hispanic Any Race,20,Suicide,1,2861659
FL,"Apr., 2001",2001,4,Hispanic Any Race,18,Suicide,1,2861659
FL,"May, 2001",2001,5,Hispanic Any Race,19,Suicide,1,2861659
FL,"Jun., 2001",2001,6,Hispanic Any Race,17,Suicide,1,2861659
FL,"Jul., 2001",2001,7,Hispanic Any Race,18,Suicide,1,2861659
FL,"Aug., 2001",2001,8,Hispanic Any Race,22,Suicide,1,2861659
FL,"Sep., 2001",2001,9,Hispanic Any Race,19,Suicide,1,2861659
FL,"Oct., 2001",2001,10,Hispanic Any Race,17,Suicide,1,2861659
FL,"Nov., 2001",2001,11,Hispanic Any Race,19,Suicide,1,2861659
FL,"Dec., 2001",2001,12,Hispanic Any Race,17,Suicide,1,2861659
FL,"Jan., 2002",2002,1,Hispanic Any Race,19,Suicide,1,3013530
FL,"Feb., 2002",2002,2,Hispanic Any Race,15,Suicide,1,3013530
FL,"Mar., 2002",2002,3,Hispanic Any Race,20,Suicide,1,3013530
FL,"Apr., 2002",2002,4,Hispanic Any Race,19,Suicide,1,3013530
FL,"May, 2002",2002,5,Hispanic Any Race,23,Suicide,1,3013530
FL,"Jun., 2002",2002,6,Hispanic Any Race,12,Suicide,1,3013530
FL,"Jul., 2002",2002,7,Hispanic Any Race,13,Suicide,1,3013530
FL,"Aug., 2002",2002,8,Hispanic Any Race,23,Suicide,1,3013530
FL,"Sep., 2002",2002,9,Hispanic Any Race,27,Suicide,1,3013530
FL,"Oct., 2002",2002,10,Hispanic Any Race,14,Suicide,1,3013530
FL,"Nov., 2002",2002,11,Hispanic Any Race,20,Suicide,1,3013530
FL,"Dec., 2002",2002,12,Hispanic Any Race,18,Suicide,1,3013530
FL,"Jan., 2003",2003,1,Hispanic Any Race,14,Suicide,1,3160322
FL,"Feb., 2003",2003,2,Hispanic Any Race,14,Suicide,1,3160322
FL,"Mar., 2003",2003,3,Hispanic Any Race,16,Suicide,1,3160322
FL,"Apr., 2003",2003,4,Hispanic Any Race,20,Suicide,1,3160322
FL,"May, 2003",2003,5,Hispanic Any Race,15,Suicide,1,3160322
FL,"Jun., 2003",2003,6,Hispanic Any Race,,Suicide,1,3160322
FL,"Jul., 2003",2003,7,Hispanic Any Race,26,Suicide,1,3160322
FL,"Aug., 2003",2003,8,Hispanic Any Race,18,Suicide,1,3160322
FL,"Sep., 2003",2003,9,Hispanic Any Race,21,Suicide,1,3160322
FL,"Oct., 2003",2003,10,Hispanic Any Race,17,Suicide,1,3160322
FL,"Nov., 2003",2003,11,Hispanic Any Race,16,Suicide,1,3160322
FL,"Dec., 2003",2003,12,Hispanic Any Race,15,Suicide,1,3160322
FL,"Jan., 2004",2004,1,Hispanic Any Race,23,Suicide,1,3331269
FL,"Feb., 2004",2004,2,Hispanic Any Race,19,Suicide,1,3331269
FL,"Mar., 2004",2004,3,Hispanic Any Race,20,Suicide,1,3331269
FL,"Apr., 2004",2004,4,Hispanic Any Race,16,Suicide,1,3331269
FL,"May, 2004",2004,5,Hispanic Any Race,19,Suicide,1,3331269
FL,"Jun., 2004",2004,6,Hispanic Any Race,12,Suicide,1,3331269
FL,"Jul., 2004",2004,7,Hispanic Any Race,15,Suicide,1,3331269
FL,"Aug., 2004",2004,8,Hispanic Any Race,13,Suicide,1,3331269
FL,"Sep., 2004",2004,9,Hispanic Any Race,15,Suicide,1,3331269
FL,"Oct., 2004",2004,10,Hispanic Any Race,17,Suicide,1,3331269
FL,"Nov., 2004",2004,11,Hispanic Any Race,23,Suicide,1,3331269
FL,"Dec., 2004",2004,12,Hispanic Any Race,14,Suicide,1,3331269
FL,"Jan., 2005",2005,1,Hispanic Any Race,17,Suicide,1,3524067
FL,"Feb., 2005",2005,2,Hispanic Any Race,14,Suicide,1,3524067
FL,"Mar., 2005",2005,3,Hispanic Any Race,,Suicide,1,3524067
FL,"Apr., 2005",2005,4,Hispanic Any Race,24,Suicide,1,3524067
FL,"May, 2005",2005,5,Hispanic Any Race,15,Suicide,1,3524067
FL,"Jun., 2005",2005,6,Hispanic Any Race,19,Suicide,1,3524067
FL,"Jul., 2005",2005,7,Hispanic Any Race,15,Suicide,1,3524067
FL,"Aug., 2005",2005,8,Hispanic Any Race,20,Suicide,1,3524067
FL,"Sep., 2005",2005,9,Hispanic Any Race,13,Suicide,1,3524067
FL,"Oct., 2005",2005,10,Hispanic Any Race,15,Suicide,1,3524067
FL,"Nov., 2005",2005,11,Hispanic Any Race,17,Suicide,1,3524067
FL,"Dec., 2005",2005,12,Hispanic Any Race,22,Suicide,1,3524067
FL,"Jan., 2006",2006,1,Hispanic Any Race,18,Suicide,1,3713980
FL,"Feb., 2006",2006,2,Hispanic Any Race,15,Suicide,1,3713980
FL,"Mar., 2006",2006,3,Hispanic Any Race,25,Suicide,1,3713980
FL,"Apr., 2006",2006,4,Hispanic Any Race,24,Suicide,1,3713980
FL,"May, 2006",2006,5,Hispanic Any Race,24,Suicide,1,3713980
FL,"Jun., 2006",2006,6,Hispanic Any Race,27,Suicide,1,3713980
FL,"Jul., 2006",2006,7,Hispanic Any Race,18,Suicide,1,3713980
FL,"Aug., 2006",2006,8,Hispanic Any Race,10,Suicide,1,3713980
FL,"Sep., 2006",2006,9,Hispanic Any Race,18,Suicide,1,3713980
FL,"Oct., 2006",2006,10,Hispanic Any Race,19,Suicide,1,3713980
FL,"Nov., 2006",2006,11,Hispanic Any Race,26,Suicide,1,3713980
FL,"Dec., 2006",2006,12,Hispanic Any Race,19,Suicide,1,3713980
FL,"Jan., 2007",2007,1,Hispanic Any Race,31,Suicide,1,3872136
FL,"Feb., 2007",2007,2,Hispanic Any Race,25,Suicide,1,3872136
FL,"Mar., 2007",2007,3,Hispanic Any Race,23,Suicide,1,3872136
FL,"Apr., 2007",2007,4,Hispanic Any Race,18,Suicide,1,3872136
FL,"May, 2007",2007,5,Hispanic Any Race,26,Suicide,1,3872136
FL,"Jun., 2007",2007,6,Hispanic Any Race,22,Suicide,1,3872136
FL,"Jul., 2007",2007,7,Hispanic Any Race,32,Suicide,1,3872136
FL,"Aug., 2007",2007,8,Hispanic Any Race,27,Suicide,1,3872136
FL,"Sep., 2007",2007,9,Hispanic Any Race,27,Suicide,1,3872136
FL,"Oct., 2007",2007,10,Hispanic Any Race,24,Suicide,1,3872136
FL,"Nov., 2007",2007,11,Hispanic Any Race,30,Suicide,1,3872136
FL,"Dec., 2007",2007,12,Hispanic Any Race,19,Suicide,1,3872136
FL,"Jan., 2008",2008,1,Hispanic Any Race,26,Suicide,1,4009162
FL,"Feb., 2008",2008,2,Hispanic Any Race,31,Suicide,1,4009162
